"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","AIREMISSION","NOX","THND_TONNE","A","2018",183.394,
"CZE","AIREMISSION","NOX","THND_TONNE","A","2019",170.744,
"CZE","AIREMISSION","NOX","THND_TONNE","A","2020",153.613,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1990",1754.559,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1991",1650.331,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1992",1381.945,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1993",1302.856,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1994",1159.388,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1995",1058.959,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1996",914.437,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1997",694.454,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1998",425.347,
"CZE","AIREMISSION","SOX","THND_TONNE","A","1999",231.93,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2000",233.751,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2001",228.714,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2002",223.414,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2003",218.394,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2004",215.102,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2005",208.437,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2006",206.73,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2007",212.034,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2008",170.068,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2009",168.735,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2010",163.846,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2011",167.474,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2012",160.172,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2013",145.223,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2014",134.461,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2015",129.345,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2016",115.106,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2017",109.933,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2018",96.553,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2019",79.875,
"CZE","AIREMISSION","SOX","THND_TONNE","A","2020",66.606,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1990",566.938,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1991",506.087,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1992",480.89,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1993",447.648,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1994",427.695,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1995",392.674,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1996",391.076,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1997",371.975,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1998",345.743,
"CZE","AIREMISSION","VOC","THND_TONNE","A","1999",330.141,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2000",320.055,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2001",307.534,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2002",296.065,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2003",292.211,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2004",282.347,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2005",274.091,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2006",272.156,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2007",265.259,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2008",259.379,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2009",256.588,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2010",253.487,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2011",241.61,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2012",236.027,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2013",234.243,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2014",229.723,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2015",230.16,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2016",227.148,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2017",227.571,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2018",227.524,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2019",219.196,
"CZE","AIREMISSION","VOC","THND_TONNE","A","2020",198.935,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1971",15.61,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1972",15.45,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1973",15.05,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1974",14.87,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1975",15.4,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1976",15.78,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1977",16.62,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1978",16.51,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1979",17.33,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1980",16.63,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1981",16.74,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1982",17.02,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1983",17.12,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1984",17.36,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1985",17.34,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1986",17.32,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1987",17.37,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1988",17.03,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1989",16.32,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1990",14.78,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1991",13.56,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1992",13.02,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1993",12.47,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1994",11.9,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1995",11.86,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1996",12.25,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1997",12.03,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1998",11.43,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","1999",10.74,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2000",11.95,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2001",12,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2002",11.65,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2003",11.95,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2004",11.97,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2005",11.75,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2006",11.77,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2007",11.86,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2008",11.19,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2009",10.65,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2010",10.72,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2011",10.44,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2012",10.07,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2013",9.66,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2014",9.36,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2015",9.45,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2016",9.59,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2017",9.62,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2018",9.49,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2019",8.97,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2020",8.13,
"CZE","AIREMISSION","CO2","TONNE_CAP","A","2021",8.53,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1990",19.006,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1991",17.337,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1992",16.798,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1993",16.079,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1994",15.228,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1995",15.132,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1996",15.456,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1997",15.042,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1998",14.464,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","1999",13.538,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2000",14.563,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2001",14.642,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2002",14.322,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2003",14.629,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2004",14.726,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2005",14.471,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2006",14.549,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2007",14.64,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2008",14.009,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2009",13.034,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2010",13.269,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2011",13.158,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2012",12.767,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2013",12.265,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2014",12.041,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2015",12.156,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2016",12.257,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2017",12.329,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2018",12.114,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2019",11.519,
"CZE","AIREMISSION","GHG","TONNE_CAP","A","2020",10.541,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1990",196955.242,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1991",178725.424,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1992",173319.615,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1993",166101.383,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1994",157398.166,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1995",156320.848,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1996",159433.59,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1997",154987.139,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1998",148909.789,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","1999",139213.241,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2000",149594.368,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2001",149698.637,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2002",146096.996,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2003",149239.927,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2004",150302.642,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2005",148097.96,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2006",149370.878,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2007",151128.299,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2008",146108.236,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2009",136747.68,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2010",139549.874,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2011",138116.485,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2012",134176.042,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2013",128913.027,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2014",126728.251,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2015",128158.542,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2016",129495.193,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2017",130553.184,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2018",128733.423,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2019",122895.334,
"CZE","AIREMISSION","GHG","THND_TONNECO2","A","2020",112788.578,
"CZE","AIREMISSION","CO","KG_CAP","A","1990",197.127,
"CZE","AIREMISSION","CO","KG_CAP","A","1991",188.309,
"CZE","AIREMISSION","CO","KG_CAP","A","1992",184.497,
"CZE","AIREMISSION","CO","KG_CAP","A","1993",163.95,
"CZE","AIREMISSION","CO","KG_CAP","A","1994",156.989,
"CZE","AIREMISSION","CO","KG_CAP","A","1995",149.698,
"CZE","AIREMISSION","CO","KG_CAP","A","1996",155.2,
"CZE","AIREMISSION","CO","KG_CAP","A","1997",143.511,
"CZE","AIREMISSION","CO","KG_CAP","A","1998",123.452,
"CZE","AIREMISSION","CO","KG_CAP","A","1999",111.152,
"CZE","AIREMISSION","CO","KG_CAP","A","2000",107.292,
"CZE","AIREMISSION","CO","KG_CAP","A","2001",104.397,
"CZE","AIREMISSION","CO","KG_CAP","A","2002",100.14,
"CZE","AIREMISSION","CO","KG_CAP","A","2003",101.886,
"CZE","AIREMISSION","CO","KG_CAP","A","2004",100.35,
"CZE","AIREMISSION","CO","KG_CAP","A","2005",92.008,
"CZE","AIREMISSION","CO","KG_CAP","A","2006",90.603,
"CZE","AIREMISSION","CO","KG_CAP","A","2007",89.836,
"CZE","AIREMISSION","CO","KG_CAP","A","2008",83.503,
"CZE","AIREMISSION","CO","KG_CAP","A","2009",84.669,
"CZE","AIREMISSION","CO","KG_CAP","A","2010",87.95,
"CZE","AIREMISSION","CO","KG_CAP","A","2011",84.611,
"CZE","AIREMISSION","CO","KG_CAP","A","2012",83.431,
"CZE","AIREMISSION","CO","KG_CAP","A","2013",84.544,
"CZE","AIREMISSION","CO","KG_CAP","A","2014",81.453,
"CZE","AIREMISSION","CO","KG_CAP","A","2015",80.765,
"CZE","AIREMISSION","CO","KG_CAP","A","2016",80.506,
"CZE","AIREMISSION","CO","KG_CAP","A","2017",80.344,
"CZE","AIREMISSION","CO","KG_CAP","A","2018",80.832,
"CZE","AIREMISSION","CO","KG_CAP","A","2019",77.502,
"CZE","AIREMISSION","CO","KG_CAP","A","2020",74.368,
"CZE","AIREMISSION","NOX","KG_CAP","A","1990",73.19,
"CZE","AIREMISSION","NOX","KG_CAP","A","1991",69.79,
"CZE","AIREMISSION","NOX","KG_CAP","A","1992",65.468,
"CZE","AIREMISSION","NOX","KG_CAP","A","1993",53.253,
"CZE","AIREMISSION","NOX","KG_CAP","A","1994",44.227,
"CZE","AIREMISSION","NOX","KG_CAP","A","1995",37.638,
"CZE","AIREMISSION","NOX","KG_CAP","A","1996",36.038,
"CZE","AIREMISSION","NOX","KG_CAP","A","1997",33.365,
"CZE","AIREMISSION","NOX","KG_CAP","A","1998",31.64,
"CZE","AIREMISSION","NOX","KG_CAP","A","1999",29.302,
"CZE","AIREMISSION","NOX","KG_CAP","A","2000",30.118,
"CZE","AIREMISSION","NOX","KG_CAP","A","2001",30.011,
"CZE","AIREMISSION","NOX","KG_CAP","A","2002",29.405,
"CZE","AIREMISSION","NOX","KG_CAP","A","2003",29.705,
"CZE","AIREMISSION","NOX","KG_CAP","A","2004",29.669,
"CZE","AIREMISSION","NOX","KG_CAP","A","2005",29.254,
"CZE","AIREMISSION","NOX","KG_CAP","A","2006",28.361,
"CZE","AIREMISSION","NOX","KG_CAP","A","2007",28.046,
"CZE","AIREMISSION","NOX","KG_CAP","A","2008",26.066,
"CZE","AIREMISSION","NOX","KG_CAP","A","2009",24.316,
"CZE","AIREMISSION","NOX","KG_CAP","A","2010",24.001,
"CZE","AIREMISSION","NOX","KG_CAP","A","2011",22.748,
"CZE","AIREMISSION","NOX","KG_CAP","A","2012",21.589,
"CZE","AIREMISSION","NOX","KG_CAP","A","2013",20.398,
"CZE","AIREMISSION","NOX","KG_CAP","A","2014",19.859,
"CZE","AIREMISSION","NOX","KG_CAP","A","2015",19.313,
"CZE","AIREMISSION","NOX","KG_CAP","A","2016",18.396,
"CZE","AIREMISSION","NOX","KG_CAP","A","2017",17.995,
"CZE","AIREMISSION","NOX","KG_CAP","A","2018",17.258,
"CZE","AIREMISSION","NOX","KG_CAP","A","2019",16.003,
"CZE","AIREMISSION","NOX","KG_CAP","A","2020",14.356,
"CZE","AIREMISSION","SOX","KG_CAP","A","1990",169.314,
"CZE","AIREMISSION","SOX","KG_CAP","A","1991",160.091,
"CZE","AIREMISSION","SOX","KG_CAP","A","1992",133.938,
"CZE","AIREMISSION","SOX","KG_CAP","A","1993",126.116,
"CZE","AIREMISSION","SOX","KG_CAP","A","1994",112.168,
"CZE","AIREMISSION","SOX","KG_CAP","A","1995",102.505,
"CZE","AIREMISSION","SOX","KG_CAP","A","1996",88.648,
"CZE","AIREMISSION","SOX","KG_CAP","A","1997",67.399,
"CZE","AIREMISSION","SOX","KG_CAP","A","1998",41.316,
"CZE","AIREMISSION","SOX","KG_CAP","A","1999",22.555,
"CZE","AIREMISSION","SOX","KG_CAP","A","2000",22.755,
"CZE","AIREMISSION","SOX","KG_CAP","A","2001",22.37,
"CZE","AIREMISSION","SOX","KG_CAP","A","2002",21.902,
"CZE","AIREMISSION","SOX","KG_CAP","A","2003",21.408,
"CZE","AIREMISSION","SOX","KG_CAP","A","2004",21.074,
"CZE","AIREMISSION","SOX","KG_CAP","A","2005",20.367,
"CZE","AIREMISSION","SOX","KG_CAP","A","2006",20.136,
"CZE","AIREMISSION","SOX","KG_CAP","A","2007",20.541,
"CZE","AIREMISSION","SOX","KG_CAP","A","2008",16.306,
"CZE","AIREMISSION","SOX","KG_CAP","A","2009",16.083,
"CZE","AIREMISSION","SOX","KG_CAP","A","2010",15.579,
"CZE","AIREMISSION","SOX","KG_CAP","A","2011",15.955,
"CZE","AIREMISSION","SOX","KG_CAP","A","2012",15.241,
"CZE","AIREMISSION","SOX","KG_CAP","A","2013",13.817,
"CZE","AIREMISSION","SOX","KG_CAP","A","2014",12.776,
"CZE","AIREMISSION","SOX","KG_CAP","A","2015",12.268,
"CZE","AIREMISSION","SOX","KG_CAP","A","2016",10.895,
"CZE","AIREMISSION","SOX","KG_CAP","A","2017",10.381,
"CZE","AIREMISSION","SOX","KG_CAP","A","2018",9.086,
"CZE","AIREMISSION","SOX","KG_CAP","A","2019",7.486,
"CZE","AIREMISSION","SOX","KG_CAP","A","2020",6.225,
"CZE","AIREMISSION","VOC","KG_CAP","A","1990",54.709,
"CZE","AIREMISSION","VOC","KG_CAP","A","1991",49.093,
"CZE","AIREMISSION","VOC","KG_CAP","A","1992",46.608,
"CZE","AIREMISSION","VOC","KG_CAP","A","1993",43.332,
"CZE","AIREMISSION","VOC","KG_CAP","A","1994",41.379,
"CZE","AIREMISSION","VOC","KG_CAP","A","1995",38.01,
"CZE","AIREMISSION","VOC","KG_CAP","A","1996",37.912,
"CZE","AIREMISSION","VOC","KG_CAP","A","1997",36.101,
"CZE","AIREMISSION","VOC","KG_CAP","A","1998",33.584,
"CZE","AIREMISSION","VOC","KG_CAP","A","1999",32.106,
"CZE","AIREMISSION","VOC","KG_CAP","A","2000",31.156,
"CZE","AIREMISSION","VOC","KG_CAP","A","2001",30.079,
"CZE","AIREMISSION","VOC","KG_CAP","A","2002",29.024,
"CZE","AIREMISSION","VOC","KG_CAP","A","2003",28.644,
"CZE","AIREMISSION","VOC","KG_CAP","A","2004",27.662,
"CZE","AIREMISSION","VOC","KG_CAP","A","2005",26.782,
"CZE","AIREMISSION","VOC","KG_CAP","A","2006",26.509,
"CZE","AIREMISSION","VOC","KG_CAP","A","2007",25.697,
"CZE","AIREMISSION","VOC","KG_CAP","A","2008",24.869,
"CZE","AIREMISSION","VOC","KG_CAP","A","2009",24.457,
"CZE","AIREMISSION","VOC","KG_CAP","A","2010",24.102,
"CZE","AIREMISSION","VOC","KG_CAP","A","2011",23.018,
"CZE","AIREMISSION","VOC","KG_CAP","A","2012",22.459,
"CZE","AIREMISSION","VOC","KG_CAP","A","2013",22.286,
"CZE","AIREMISSION","VOC","KG_CAP","A","2014",21.827,
"CZE","AIREMISSION","VOC","KG_CAP","A","2015",21.831,
"CZE","AIREMISSION","VOC","KG_CAP","A","2016",21.5,
"CZE","AIREMISSION","VOC","KG_CAP","A","2017",21.49,
"CZE","AIREMISSION","VOC","KG_CAP","A","2018",21.411,
"CZE","AIREMISSION","VOC","KG_CAP","A","2019",20.545,
"CZE","AIREMISSION","VOC","KG_CAP","A","2020",18.592,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1960",30.951392,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1961",31.938062,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1962",36.032457,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1963",39.669265,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1964",40.211295,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1965",42.733157,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1966",46.202382,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1967",44.98141,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1968",48.575783,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1969",56.196952,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1970",59.489236,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1971",55.421772,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1972",57.404664,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1973",56.252823,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1974",50.01681,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1975",52.645648,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1976",58.309554,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1977",59.935162,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1978",59.55137,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1979",63.078842,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1980",63.060801,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1981",52.871383,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1982",55.048467,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1983",51.689977,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1984",53.285354,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1985",61.031807,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1986",61.596683,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1987",59.815039,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1988",55.990847,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1989",50.176541,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1990",50.9648,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1991",61.215992,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1992",55.332768,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1993",57.714537,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1994",61.628742,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1995",58.403666,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1996",71.665474,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1997",61.911204,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1998",57.985335,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1999",54.799405,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2000",50.789522,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2001",52.378975,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2002",52.086922,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2003",57.483606,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2004",51.820692,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2005",48.473529,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2006",56.400684,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2007",51.641871,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2008",48.684031,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2009",46.947104,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2010",47.27436,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2011",42.051581,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2012",37.154228,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2013",38.876074,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2014",34.690311,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2015",32.544845,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2016",33.962618,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2017",31.760249,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2018",31.758519,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2019",28.352746,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2020",25.919737,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2021",28.4484838,
"DNK","AIREMISSION","CO","THND_TONNE","A","1990",717.63,
"DNK","AIREMISSION","CO","THND_TONNE","A","1991",749.491,
"DNK","AIREMISSION","CO","THND_TONNE","A","1992",731.878,
"DNK","AIREMISSION","CO","THND_TONNE","A","1993",719.359,
"DNK","AIREMISSION","CO","THND_TONNE","A","1994",678.731,
"DNK","AIREMISSION","CO","THND_TONNE","A","1995",643.615,
"DNK","AIREMISSION","CO","THND_TONNE","A","1996",626.247,
"DNK","AIREMISSION","CO","THND_TONNE","A","1997",577.339,
"DNK","AIREMISSION","CO","THND_TONNE","A","1998",541.549,
"DNK","AIREMISSION","CO","THND_TONNE","A","1999",492.707,
"DNK","AIREMISSION","CO","THND_TONNE","A","2000",473.171,
"DNK","AIREMISSION","CO","THND_TONNE","A","2001",463.812,
"DNK","AIREMISSION","CO","THND_TONNE","A","2002",438.803,
"DNK","AIREMISSION","CO","THND_TONNE","A","2003",441.531,
"DNK","AIREMISSION","CO","THND_TONNE","A","2004",424.066,
"DNK","AIREMISSION","CO","THND_TONNE","A","2005",424.245,
"DNK","AIREMISSION","CO","THND_TONNE","A","2006",410.402,
"DNK","AIREMISSION","CO","THND_TONNE","A","2007",414.507,
"DNK","AIREMISSION","CO","THND_TONNE","A","2008",392.632,
